smile,class
CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12,1
COc1ccc(CO)cc1,0
CN(C)CCN(Cc1ccsc1)c1ccccn1,0
COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,1
Cc1ccc(N=C=O)cc1N=C=O,0
CCN(CC)C(=O)c1cccnc1,0
CCCCC(=O)OCC(=O)C1(O)C=C(OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)c2c(c(O)c3c(O)c4cccc(OC)c4c(O)c3c2O)C1,0
CCCCCCCCn1sc(Cl)c(Cl)c1=O,0
CCCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CC(F)=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,0
CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,1
CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,1
O=C(O)c1cccnc1,1
Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O,0
O=CCCc1ccccc1,0
C=CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,1
CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,1
CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,1
CCN(CCCc1ccccc1)CCCc1ccccc1,0
CCCCCCCCCCCC(=O)OCN1C(=O)CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21,1
COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,0
CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O,0
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1csc(N)n1,1
c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1,0
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CC2(CC1C(=O)O)SCCS2,1
O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1,0
CC1(C)SC(C(NC(=O)Cc2ccccc2)C(=O)NCCCCCC(=O)O)NC1C(=O)O,0
NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O,1
NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,1
Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,1
C=Cc1ccccn1,0
COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,1
CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)cc1,0
CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,1
CCOC1OC(C(COCc2ccccc2)OCc2ccccc2)C(OCc2ccccc2)C1O,0
O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1,1
Cc1nc2ccccc2c(=O)o1,0
Cc1ccc(C=C2C(=O)C3(C)CCC2C3(C)C)cc1,0
NC(=O)C1CCCN1C(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1,1
O=c1cc[nH]c(=S)[nH]1,0
COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,1
CNC1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,1
NCCc1ccc(O)cc1,0
CCOC(=O)OC1(C(=O)COC(=O)CC)CCC2C3CC=C4CC(=O)C=CC4(C)C3C(O)CC21C,0
CC(NN)c1ccccc1,0
CC1CC2C3CC(F)=C4CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1C(=O)CO,0
CSCCN=C1NC(=[S+]CCC(F)(F)F)N=C2C1=NC=[N+]2C1OC(CO[P-](=O)(=O)O[P-](=O)(=O)C(Cl)(Cl)[P](=O)(=O)O)C(O)C1O,0
CCCCCOc1ccc(C2SC(=O)NC2=O)cc1OCC,0
NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)CCC2N)C(O)C1OC1OC(CO)C(O)C(N)C1O,0
CC(O)C(O)C1CNc2[nH]c(N)nc(=O)c2N1,1
NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,1
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2cc(OC)c(OC)cc2CC1C(=O)O,1
CCC(C)C(N=C(O)C(CO)N=C(O)C(CCCCN)N=C(O)CN=C(O)C(CCCCN)N=C(O)C(CC(=O)O)N=C(O)C(Cc1cnc[nH]1)N=C(O)C(CC(C)C)N=C(O)C(CC(C)C)N=C(O)C(CCC(=N)O)N=C(O)C(Cc1cnc[nH]1)N=C(O)C(CCC(=O)O)N=C(O)C(CO)N=C(O)C(NC(=O)C(C)N)C(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(O)=NC(CCCNC(=N)N)C(O)=NC(CCC(=O)O)C(O)=NC(CC(C)C)C(O)=NC(CC(C)C)C(O)=NC(CCC(=O)O)C(O)=NC(CCCCN)C(O)=NC(CC(C)C)C(O)=NC(CC(C)C)C(O)=NC(C)(C)C(O)=NC(CCCCN)C(O)=NC(CC(C)C)C(O)=NC(Cc1cnc[nH]1)C(O)=NC(C(O)=NC(C)C(N)=O)C(C)O,1
NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,1
CN(CC1(C)CCCO1)S(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,1
CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,1
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,1
CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,0
NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,1
COC(=O)C1=C(C)N=C(C)C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],1
O=C(OCc1ccccc1)c1ccccc1O,0
CC1(C)OC2CC3C4CC(F)=C5CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,0
BrCCc1ccccc1,0
c1cc2c(c(NC3=NCCN3)c1)CCCC2,1
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,0
CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,1
Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,1
CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1,1
CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1,0
CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,0
CC(C)CC(CN)CC(=O)O,1
CC1(C)OC2CC3C4CC(F)=C5CC(=O)CCC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,0
O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O,0
CCCCO,0
C=C1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(C)=O,0
CC1(C)OC2CC3C4CC=C5CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,1
O=C(CS)OCC(O)CO,0
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,1
NC(Cc1c[nH]c2ccccc12)C(=O)O,0
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,1
CC(C)C(C)C1(C)CCC2(C)C3CCC4C5(COCC4(C)C(OCC(C)(N)C(C)(C)C)C(n4ncnc4-c4ccncc4)C5)C3=CCC2(C)C1C(=O)O,0
c1ccncc1,0
CC(C=CC=C(C)C=CC1=C(C)C(=O)CCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)C(=O)CCC1(C)C,0
CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(O)C(NCCN)NC(=O)C2C(O)CCN2C(=O)C(C(O)CCN)NC(=O)C(C(O)C(O)c2ccc(O)cc2)NC(=O)C2CC(O)CN2C(=O)C(C(C)O)NC1=O,1
Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,1
O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,1
CC(O)=NO,1
N=C(N)NCCN1CCCCCCC1,1
CC(C)=CCCC(C)CCOCC=O,0
C=CC(=O)OCC(CO)(COC(=O)C=C)COC(=O)C=C,0
CC(=O)NO,1
CC(=O)CC(C)(C)O,0
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,1
Cc1c(O)c(=O)ccn1C,1
CC(O)C(O)C1CNc2[nH]c(=N)[nH]c(=O)c2N1,1
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,0
C=CC1=C(C)c2cc3[nH]c(cc4[nH]c(cc5nc(cc1n2)C(C)=C5C=C)c(C)c4CCC(=O)O)c(CCC(=O)O)c3C,0
Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)c1,0
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1CO[P](=O)(=O)O,1
CC(O)(P(=O)(O)O)P(=O)(O)O,0
CC1(Cn2ccnn2)C(C(=O)O)N2C(=O)CC2S1(=O)=O,0
C=CCCCCCCCCC(=O)O,1
COP(N)(=O)SC,0
CCN(CC)C(=O)N1CCN(C)CC1,1
C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C,0
CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,1
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,1
CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,1
CNC1C(O)C(NC)C2OC3(O)C(=O)CC(C)OC3OC2C1O,0
CN=C(C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,1
CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,0
C=C(C)C(N)=O,0
CC(=O)C1(O)CCC2C3=CC(Cl)=C4CC(=O)C5CC5C4(C)C3CCC21C,1
CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,1
CC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,1
O=C1c2ccccc2C(=O)C1c1ccc(F)cc1,0
COC(=O)C1=C(C)N=C(C)C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,1
O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,0
CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,1
OC(c1ccccc1)(c1ccccc1)C1CCNCC1,0
CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,1
C=CC(=O)Nc1cc(N=c2nc(-c3cn(C)c4ccccc34)c(C(=O)OC(C)C)c[nH]2)c(OC)cc1N(C)CCN(C)C,1
CCOC(=O)C(CS)NCCNC(CS)C(=O)OCC,1
Cc1c(OCC(F)(F)F)ccnc1C[S+](O)c1nc2ccccc2[nH]1,1
CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,1
CC12C=CC(=O)C=C1C(F)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1
Cn1sccc1=O,0
COc1cc2c(cc1OC)C1CC(OC(=O)C(N)C(C)C)C(CC(C)C)CN1CC2,1
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,1
COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,1
CC(C)=CCCC(C)C=O,0
CC(C)CC(N=C(O)C(C)N=C(O)C(CCC(=O)O)N=C(O)C(N=C(O)C(CC(C)C)N=C(O)C(Cc1cnc[nH]1)N=C(O)C(CO)N=C(O)CN=C(O)C(CS)N=C(O)C(CC(C)C)N=C(O)C(Cc1cnc[nH]1)N=C(O)C(CCC(=N)O)N=C(O)C(CC(=N)O)NC(=O)C(NC(=O)C(N)Cc1ccccc1)C(C)C)C(C)C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CS)C(=O)NCC(O)=NC(CCC(=O)O)C(O)=NC(CCCNC(=N)N)C(O)=NCC(O)=NC(Cc1ccccc1)C(O)=NC(Cc1ccccc1)C(O)=NC(Cc1ccc(O)cc1)C(O)=NC(C(O)=NC(CCCCN)C(=O)N1CCCC1C(O)=NC(C(=O)O)C(C)O)C(C)O)C(C)C,1
COC(=O)C1=CC2CC(=O)CCC2(C)C23OC2CC2(C)C(CCC24CCC(=O)O4)C13,1
O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,1
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,1
Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1,0
O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,1
O=C(Nn1c(O)c2c(c1O)C1C=CC2C2CC12)c1ccc(C(F)(F)F)cc1,0
Cc1ccc(S(=O)(=O)NCl)cc1,0
O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,0
CC1c2cccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21,1
CCOc1ccc(CC(CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O)cc1,1
CCOc1cc(C(CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,0
COc1cc2[nH]c(N3CCN(C(=O)C4CCCO4)CC3)nc(=N)c2cc1OC,1
C=CCN,0
CCCNC1CCc2[nH]c(=N)sc2C1,1
CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1
O=NN(CCCl)C(=O)NC1CCCCC1,0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,1
CCCCC(C)(O)CC=CC1C(O)CC(=O)C1CCCCCCC(=O)OC,1
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,1
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,1
CCC(C)C(N=C(O)C(CCC(=O)O)N=C(O)C(CO)N=C(O)C(N=C(O)C(N)CO)C(C)C)C(=O)NC(CCC(=N)O)C(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CC(N)=O)C(O)=NC(CC(C)C)C(O)=NCC(O)=NC(CCCCN)C(O)=NC(Cc1cnc[nH]1)C(O)=NC(CC(C)C)C(O)=NC(CC(N)=O)C(O)=NC(CO)C(O)=NC(CCSC)C(O)=NC(CCC(=O)O)C(O)=NC(CCCNC(=N)N)C(O)=NC(C(O)=NC(CCC(=O)O)C(O)=NC(Cc1c[nH]c2ccccc12)C(O)=NC(CC(C)C)C(O)=NC(CCCNC(=N)N)C(O)=NC(CCCCN)C(O)=NC(CCCCN)C(O)=NC(CC(C)C)C(O)=NC(CCC(N)=O)C(O)=NC(CC(=O)O)C(O)=NC(C(O)=NC(Cc1cnc[nH]1)C(O)=NC(CC(N)=O)C(O)=NC(Cc1ccccc1)C(=O)O)C(C)C)C(C)C,1
CCCCCCCCC=CCCCCCCCC(=O)O,0
CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,1
COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,1
CCCCCC(=Cc1ccccc1)CO,0
COC(=O)CCC(=O)CN,0
NS(=O)(=O)O,0
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,1
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,1
NC(=O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1
CN(CCOc1ccc(Cc2sc(=O)[nH]c2O)cc1)c1ccccn1,1
Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,0
CC(=O)OCC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC21C,1
CN(C)CCCN,0
C[S+](CCC(N)C(=O)O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,0
CC=CC(=O)C(C)=C(C)C(C)C,0
CCCCCCCCCCCCCCCCCCCCCCO,0
Cc1cn(C2CN(P(=O)(OCC3CN(P(=O)(OCC4CN(P(=O)(OCC5CN(P(=O)(OCC6CN(P(=O)(OCC7CN(P(=O)(OCC8CN(P(=O)(OCC9CN(P(=O)(OCC%10CN(P(=O)(OCC%11CN(P(=O)(OCC%12CN(P(=O)(OCC%13CN(P(=O)(OCC%14CN(P(=O)(OCC%15CN(P(=O)(OCC%16CN(P(=O)(OCC%17CN(P(=O)(OCC%18CN(P(=O)(OCC%19CN(P(=O)(OCC%20CNCC(n%21ccc(=N)[nH]c%21=O)O%20)N(C)C)CC(n%20cc(C)c(=O)[nH]c%20=O)O%19)N(C)C)CC(n%19cc(C)c(=O)[nH]c%19=O)O%18)N(C)C)CC(n%18cnc%19c(=O)nc(N)[nH]c%19%18)O%17)N(C)C)CC(n%17cc(C)c(=O)[nH]c%17=O)O%16)N(C)C)CC(n%16cnc%17c(O)nc(=N)[nH]c%17%16)O%15)N(C)C)CC(n%15cnc%16c(O)nc(=N)[nH]c%16%15)O%14)N(C)C)CC(n%14cnc%15c(N)ncnc%15%14)O%13)N(C)C)CC(n%13cnc%14c(N)ncnc%14%13)O%12)N(C)C)CC(n%12cnc%13c(O)nc(=N)[nH]c%13%12)O%11)N(C)C)CC(n%11cc(C)c(O)nc%11=O)O%10)N(C)C)CC(n%10ccc(=N)nc%10O)O9)N(C)C)CC(n9cc(C)c(O)nc9=O)O8)N(C)C)CC(n8cc(C)c(O)nc8=O)O7)N(C)C)CC(n7cnc8c(O)nc(=N)[nH]c87)O6)N(C)C)CC(n6cnc7c(O)nc(N)nc76)O5)N(C)C)CC(n5ccc(N)nc5=O)O4)N(C)C)CC(n4ccc(=N)nc4O)O3)N(C)C)CC(COP(=O)(N(C)C)N3CC(COP(=O)(N(C)C)N4CC(CO)OC(n5ccc(N)nc5=O)C4)OC(n4ccc(N)nc4=O)C3)O2)c(=O)nc1O,1
COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(CC(NCCCC(=O)O)c3ccccc3)c2=O)c1F,0
O=c1nc2ccc(Cl)cc2c(-c2ccccc2)nc1C(O)O,0
CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO[P](=O)(=O)O,1
CCCCCCI,0
Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,1
O=C(O)c1nn(-c2ccc(S(=O)(=O)O)cc2)c(O)c1N=Nc1ccc(S(=O)(=O)O)cc1,0
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)O,1
CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,1
Oc1c(Br)cc(Br)c2cccnc12,0
CCC(C=O)CC,0
COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)=C(OC1CC(N)C(O)C(C)O1)CC(O)(C(C)=O)C=4,1
CC1(C)SC2C(NC(=O)C(NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2C1C(=O)O,1
CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,0
OCCc1ccccc1,0
O=C(Oc1ccccc1C(=O)O)c1ccccc1O,0
C=C(C)C(=O)OCCOC(=O)C(=C)C,0
CN(C)C=Nc1c(I)cc(I)c(CCC(=O)O)c1I,1
NC12CC3CC(CC(C3)C1)C2,1
C=CC(=O)OC,0
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3C(Cl)C=C4CC(=O)C=CC4(C)C3C(O)CC21C,0
C#CC1(OC(C)=O)CCC2C3CC=C4CC(=O)CCC4C3CCC21C,1
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,1
Cc1nnc(SC=C2CSC3C(NC(=O)Cn4cnnn4)C(=O)N3C2C(=O)O)s1,0
O=C(CCBr)N1CCN(C(=O)CCBr)CC1,1
O=C(OCc1ccccc1)c1ccccc1,0
COc1ccc(C=O)c(CCl)c1,0
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,1
NS(=O)(=O)c1cc2c(cc1Cl)NC(CSCc1ccccc1)=NS2(=O)=O,1
CC(=O)Oc1ccc2c3c1OC1C(OC(C)=O)C=CC4C(C2)N(C)CCC341,0
CN1CSC(=S)N(C)C1,0
CC(C)NCC(O)c1cc(O)cc(O)c1,1
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,1
CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O[P](=O)(=O)O)C(O)C2O)N(C)C1,1
CCCCCCCC(=O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2,1
NC1(C(=O)O)CC(F)C1,0
COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,1
C[N+](C)(C)CCCl,0
Cc1ccc(O)cc1,0
CC12Cc3cn[nH]c3CC1CCC1C2CCC2(C)C1CCC2(C)O,0
O=CC(O)C(O)C(O)C(O)CO,0
Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1,0
NC(=O)N1c2ccccc2C=Cc2ccccc21,1
O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,0
Cc1c(-c2ccccc2)cc(NC(=O)C2CN=C3CC4(CC3C2)C(=O)Nc2ncccc24)c(=O)n1CC(F)(F)F,0
CC(=O)OCC(=O)C12N=C(C)OC1CC1C3CC=C4CC(=O)C=CC4(C)C3C(O)CC12C,1
CC(=O)OC1CCCCC1,0
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CSC12)c1csc(=N)[nH]1,1
CC(C)CC(=O)OCCc1ccccc1,0
OCC(O)CS,0
N=c1[nH]c(C(=NO)C(=O)NC2C(=O)N3C(C(=O)O)=C(Cc4ccn(C5CCNC5)c4O)CSC23)ns1,0
CCCCCCOC(=O)N=C(N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,1
CCNC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)CCc1ccccc1,1
CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,0
CC(=O)Nc1c(I)c(C(=O)NC2C(O)OC(CO)C(O)C2O)c(I)c(N(C)C(C)=O)c1I,0
CN(C)C(N)=NC(=N)N,1
S=c1[nH]c2ccccc2s1,0
Oc1c2c(c(O)n1CC1CCCCC1CN1CCN(c3nsc4ccccc34)CC1)C1CCC2C1,1
Nc1ccc(N)c([N+](=O)[O-])c1,0
CCN(CC)C(C)C(=O)c1ccccc1,1
FC(F)(F)C(F)(F)C(F)(F)F,1
NCCc1c[nH]cn1,1
CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CCl,0
COC(=O)c1cccc(C(=O)OC)c1,0
CCOC(=O)C(N)Cc1ccc(-c2cc(OC(c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)[nH]c(=N)n2)cc1,0
NCCCCC(NC(=O)C1CCCN1C(=O)C1CSSCC(N)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,1
O=C1NS(=O)(=O)c2ccccc21,0
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,0
S=C(S)N1CCCCC1,0
Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1,0
CC(C)NNC(=O)c1ccncc1,0
CCCCCCCCCC(=O)NC1C(Oc2c3cc4cc2Oc2ccc(cc2Cl)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)c2[nH]c(O)c(c5ccc(O)c(c5)c5c(OC6OC(CO)C(O)C(O)C6O)cc(O)cc5c(=C(O)O)[nH]c2O)NC(=O)C4NC(=O)C2NC(=O)C(Cc4ccc(c(Cl)c4)O3)NC(=O)C(N)c3ccc(O)c(c3)Oc3cc(O)cc2c3)OC(CO)C(O)C1O,0
COC(=O)OCOc1c2n(ccc1=O)N(C1c3ccccc3SCc3c1ccc(F)c3F)C1COCCN1C2=O,0
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,1
Nc1nc(N)c(-c2ccccc2)s1,0
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,1
CNC1C(=O)Nc2c(O)[nH]c(c(O)[nH]c3c4cc(c(OC5OC(C(=O)O)C(O)C(O)C5NC(=O)CCCCCCCCC(C)C)c(c4)oc4ccc2cc4)Oc2ccc(cc2Cl)C(O)c2[nH]c(O)c(c4ccc(O)c(c4)c4c(OC5OC(CO)C(O)C(O)C5O)cc(O)cc4c(=C(O)NCCCN(C)C)[nH]c2O)NC=3O)-c2cc(cc(O)c2Cl)Oc2cc1ccc2O,0
CCCC1(C(C)(C)C)C=CC(C)O1,0
CCCCCCCCCCCCCCCC,0
Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,1
CNC(C)CC1CCCCC1,1
CC1OC1[P](=O)(=O)O,0
CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(OP(=O)(O)O)C(O)C2O)N(C)C1,1
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,1
CCCCCCCC(=O)CCC1C(O)CC(O)C1CC=CCCCC(=O)O,1
CCCC=c1ncc(=CC(Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,1
